repo,subrepo,lang,includes,contains,requires,declares,encloses,specializes,encapsulates,returns,instantiates,invokes,uses,parameterizes,typed,measures,overrides
macrozheng__springcloud-learning,zookeeper-ribbon-service,java,1,11,2,10,10,0,37,15,1,2,24,22,2,63,0
macrozheng__springcloud-learning,zookeeper-user-service,java,1,13,6,12,12,1,50,19,7,18,27,34,7,82,0
macrozheng__springcloud-learning,zuul-proxy,java,1,6,0,4,5,0,8,2,0,0,1,1,0,18,0
mapstruct__mapstruct,,java,2,424,1132,831,571,251,4350,1240,475,4409,3452,2979,1732,6056,18
markzhai__AndroidPerformanceMonitor,blockcanary-analyzer,java,1,17,9,27,22,3,186,23,7,61,168,50,16,178,0
markzhai__AndroidPerformanceMonitor,blockcanary-android-no-op,java,1,8,1,6,7,0,33,6,1,3,9,9,5,63,0
markzhai__AndroidPerformanceMonitor,blockcanary-android,java,1,17,2,27,22,0,125,22,8,37,99,68,10,162,0
markzhai__AndroidPerformanceMonitor,blockcanary-sample,java,1,7,0,8,6,0,31,5,2,4,5,11,0,61,0
material-components__material-components-android,,java,4,4907,1286,2036,1770,415,15759,2221,1646,14174,15378,10272,1751,21989,12
metersphere__metersphere,backend,java,1,8,0,8,7,0,13,4,0,0,4,2,0,25,0
microg__GmsCore,fake-signature,java,1,8,0,8,7,0,38,4,1,5,19,36,1,49,0
microg__GmsCore,firebase-auth,java,1,61,6,102,63,4,249,63,4,4,52,10,10,216,0
microg__GmsCore,firebase-dynamic-links,java,1,9,1,10,12,1,28,4,0,0,13,9,0,25,0
microg__GmsCore,play-services-ads-identifier,java,1,8,0,3,8,0,7,3,1,0,4,3,0,10,0
microg__GmsCore,play-services-ads-lite,java,1,37,0,16,24,0,59,9,0,0,4,4,4,26,0
microg__GmsCore,play-services-ads,java,1,8,0,4,7,0,6,2,0,0,0,0,0,7,0
microg__GmsCore,play-services-api,java,1,172,15,228,179,0,672,139,3,1,204,67,33,482,0
microg__GmsCore,play-services-appset,java,1,11,0,11,11,0,21,5,0,0,10,11,0,28,0
microg__GmsCore,play-services-auth-api-phone,java,1,27,7,27,26,4,57,16,10,1,7,31,0,86,0
microg__GmsCore,play-services-auth-base,java,1,22,0,24,20,0,76,15,0,1,20,13,1,48,0
microg__GmsCore,play-services-auth,java,1,38,0,69,70,0,415,114,20,1,406,166,28,430,0
microg__GmsCore,play-services-base,java,1,18,0,40,41,3,200,19,6,57,62,281,2,294,0
microg__GmsCore,play-services-basement,java,1,68,57,107,94,17,553,87,15,268,185,404,22,592,3
microg__GmsCore,play-services-cast-framework,java,1,14,7,14,13,0,128,9,5,23,129,113,23,190,0
microg__GmsCore,play-services-cast,java,1,15,1,11,15,0,65,6,3,18,75,61,3,91,0
microg__GmsCore,play-services-chimera-core,java,1,7,0,8,10,2,53,3,1,12,22,40,2,77,0
microg__GmsCore,play-services-clearcut,java,1,12,2,8,11,0,45,6,0,1,71,17,3,25,0
microg__GmsCore,play-services-core,java,1,20,1,41,41,5,218,52,8,70,170,161,25,266,0
microg__GmsCore,play-services-drive,java,1,64,0,112,63,0,111,56,0,0,0,0,0,170,0
microg__GmsCore,play-services-droidguard,java,1,16,2,8,14,1,33,6,1,5,27,17,0,46,0
microg__GmsCore,play-services-fido,java,1,69,23,127,109,11,630,198,30,68,556,313,107,823,0
microg__GmsCore,play-services-fitness,java,1,34,15,52,33,0,314,40,10,1,62,72,120,165,0
microg__GmsCore,play-services-games,java,1,39,1,44,38,5,271,42,3,19,138,74,16,273,0
microg__GmsCore,play-services-gcm,java,1,21,1,27,25,4,182,50,6,51,148,104,9,214,14
microg__GmsCore,play-services-iid,java,1,14,4,11,14,0,102,9,4,51,96,81,4,133,0
microg__GmsCore,play-services-location,java,1,24,8,51,68,4,522,53,2,14,112,363,55,602,0
microg__GmsCore,play-services-maps,java,1,15,0,4,14,0,14,2,0,1,3,12,0,26,0
microg__GmsCore,play-services-mlkit,java,1,21,0,30,20,0,170,15,0,0,20,30,12,78,0
microg__GmsCore,play-services-nearby,java,1,50,53,88,68,1,472,128,28,9,358,178,35,468,0
microg__GmsCore,play-services-oss-licenses,java,1,17,5,13,17,0,64,8,4,13,48,46,5,90,0
microg__GmsCore,play-services-panorama,java,1,10,0,5,8,0,6,1,0,0,0,4,1,9,0
microg__GmsCore,play-services-pay,java,1,14,3,14,20,1,29,8,2,0,1,25,0,39,0
microg__GmsCore,play-services-phenotype,java,1,9,0,8,8,0,46,9,0,0,40,15,0,28,0
microg__GmsCore,play-services-places,java,1,16,1,18,15,1,195,9,0,0,15,0,0,67,0
microg__GmsCore,play-services-recaptcha,java,1,28,20,37,28,1,103,30,7,2,33,51,22,140,0
microg__GmsCore,play-services-safetynet,java,1,23,13,34,33,1,109,20,15,0,8,41,6,104,0
microg__GmsCore,play-services-tapandpay,java,1,22,0,26,21,0,90,16,0,0,26,10,6,56,0
microg__GmsCore,play-services-tasks,java,1,36,34,55,36,10,166,81,23,123,86,136,20,296,0
microg__GmsCore,play-services-vision-common,java,1,10,1,17,27,0,115,30,5,22,129,36,11,102,0
microg__GmsCore,play-services-vision,java,1,17,0,6,16,0,9,3,0,0,0,0,0,12,0
microg__GmsCore,play-services-wearable,java,1,17,0,29,26,0,260,26,26,138,359,300,29,379,0
microg__GmsCore,vending-app,java,1,87,1,29,39,2,90,15,1,6,42,38,1,90,0
micronaut-projects__micronaut-core,aop,java,1,47,37,75,49,22,269,45,13,92,105,227,20,399,1
micronaut-projects__micronaut-core,buffer-netty,java,1,9,0,8,7,1,71,5,8,2,48,58,1,125,0
micronaut-projects__micronaut-core,context-propagation,java,1,9,0,4,8,0,8,2,0,2,1,3,0,18,0
micronaut-projects__micronaut-core,core-reactive,java,1,32,6,45,45,11,182,23,8,60,78,108,1,288,0
micronaut-projects__micronaut-core,discovery-core,java,1,60,26,84,55,18,392,71,11,82,190,184,38,531,0
micronaut-projects__micronaut-core,function-client,java,1,27,13,28,21,7,35,10,6,13,20,35,9,61,0
micronaut-projects__micronaut-core,function-web,java,1,6,0,2,4,0,16,1,0,1,15,18,0,28,0
micronaut-projects__micronaut-core,function,java,1,18,3,25,17,7,94,13,2,36,49,78,5,144,0
micronaut-projects__micronaut-core,graal,java,1,7,0,5,7,0,33,4,2,17,11,34,0,48,0
micronaut-projects__micronaut-core,http-server,java,1,81,45,118,82,29,564,84,14,200,341,391,47,724,5
micronaut-projects__micronaut-core,http-validation,java,1,19,10,20,15,4,72,15,8,11,40,43,0,109,0
micronaut-projects__micronaut-core,jackson-core,java,1,18,4,27,30,8,214,29,10,96,107,132,7,323,0
micronaut-projects__micronaut-core,json-core,java,1,34,17,54,40,13,261,77,15,109,124,211,38,431,0
micronaut-projects__micronaut-core,management,java,1,126,103,143,107,24,385,81,7,86,213,209,39,549,0
micronaut-projects__micronaut-core,messaging,java,1,23,2,30,19,4,28,13,0,10,6,17,0,56,0
micronaut-projects__micronaut-core,retry,java,1,34,27,44,28,8,167,32,14,59,122,81,12,208,0
micronaut-projects__micronaut-core,router,java,1,84,22,141,94,63,1047,319,40,425,488,1006,36,1297,35
micronaut-projects__micronaut-core,runtime-osx,java,1,9,0,4,7,0,6,2,0,0,1,4,0,13,0
micronaut-projects__micronaut-core,test-suite,java,1,12,0,8,10,0,14,3,0,0,1,12,0,29,0
micronaut-projects__micronaut-core,websocket,java,1,48,20,65,42,7,157,38,7,30,41,103,26,187,0
mission-peace__interview,,java,1,527,5,1143,731,5,2766,785,707,1645,1464,2905,404,5260,0
mockito__mockito,,java,5,578,1267,989,725,276,3321,1098,633,2452,1495,2593,689,5215,49
mrniko__netty-socketio,,java,1,126,243,228,140,47,1139,205,105,775,840,921,331,1562,0
mybatis__mybatis-3,,java,1,443,910,746,552,188,3682,822,462,3073,2735,3622,1066,5435,3
naman14__Timber,,java,1,192,473,422,383,49,2873,377,179,1401,3276,1720,191,3306,0
nathanmarz__storm,,java,2,507,1227,1210,1128,334,7810,1842,953,4413,5476,5890,2199,9682,143
navasmdc__MaterialDesignLibrary,,java,2,38,27,66,55,19,395,38,10,145,468,190,29,465,0
newbee-ltd__newbee-mall,,java,1,104,234,177,105,8,1032,179,35,628,665,658,141,1514,0
nostra13__Android-Universal-Image-Loader,,java,2,114,215,206,178,48,1283,227,104,656,1161,897,240,1537,0
ogaclejapan__SmartTabLayout,,java,3,34,20,56,51,9,334,100,20,147,267,331,32,446,0
openzipkin__zipkin,,java,11,297,589,681,687,161,3855,1068,341,3485,3091,2361,748,4855,48
orhanobut__logger,,java,1,16,0,29,21,7,153,30,7,66,98,160,17,188,0
paascloud__paascloud-master,paascloud-common,java,1,30,3,56,49,3,240,48,3,20,53,55,1,152,0
paascloud__paascloud-master,paascloud-gateway,java,1,11,0,10,10,0,29,5,0,5,7,6,0,53,0
paascloud__paascloud-master,paascloud-monitor,java,1,5,0,4,4,0,5,2,0,0,0,2,0,13,0
paascloud__paascloud-master,paascloud-provider-api,java,1,32,28,45,33,7,96,21,0,0,12,33,6,97,0
paascloud__paascloud-master,paascloud-provider,java,1,71,82,109,72,5,343,58,21,74,85,156,51,387,0
paascloud__paascloud-master,paascloud-zipkin,java,1,5,0,4,4,0,5,2,0,0,0,1,0,13,0
pagehelper__Mybatis-PageHelper,,java,1,94,144,163,101,48,576,140,47,387,304,629,73,931,1
pedant__sweet-alert-dialog,,java,1,8,0,12,11,0,149,23,2,38,220,67,7,147,0
pedrovgs__EffectiveAndroidUI,,java,1,74,101,115,87,19,455,73,20,219,264,223,116,706,0
pentaho__pentaho-kettle,core,java,1,495,917,920,584,262,9024,1148,679,6927,6095,7604,1258,13351,9
pentaho__pentaho-kettle,dbdialog,java,1,16,6,18,19,2,201,12,1,89,288,86,3,214,0
pentaho__pentaho-kettle,engine-ext,java,1,58,39,101,67,27,368,89,8,68,213,236,58,505,0
pentaho__pentaho-kettle,engine,java,1,1362,4149,2328,1643,1201,26183,2541,1195,21684,31785,21353,5389,35395,3
pentaho__pentaho-kettle,plugins,java,1,14,1,8,13,0,62,4,2,28,100,55,3,72,0
pentaho__pentaho-kettle,ui,java,1,920,2245,1403,1072,167,19681,1173,1972,11801,27169,6754,1659,16029,3
pentaho__pentaho-kettle,utilities,java,1,6,0,4,5,0,21,2,2,5,19,5,1,17,0
permissions-dispatcher__PermissionsDispatcher,,java,2,16,0,29,23,1,70,10,5,6,47,35,0,82,0
perwendel__spark,,java,1,116,127,213,141,28,1129,229,65,949,640,1203,365,1859,0
pinpoint-apm__pinpoint,agent-module,java,1,12,0,10,11,0,19,5,1,3,0,8,0,42,0
pinpoint-apm__pinpoint,annotations,java,1,8,0,12,19,0,3,2,0,0,0,0,0,15,0
pinpoint-apm__pinpoint,basic-login,java,1,17,10,20,16,0,63,12,7,17,48,29,12,85,0
pinpoint-apm__pinpoint,batch-alarmsender,java,1,38,46,53,39,7,219,32,12,78,174,149,48,262,0
pinpoint-apm__pinpoint,channel,java,1,48,30,82,55,29,211,72,18,56,29,174,27,280,0
pinpoint-apm__pinpoint,collector-starter,java,1,17,7,20,20,3,40,17,6,10,19,19,9,64,0
pinpoint-apm__pinpoint,collector,java,1,329,227,591,362,112,1834,371,95,602,1373,1377,335,2563,0
pinpoint-apm__pinpoint,commons-buffer,java,1,13,0,17,14,7,178,13,0,101,128,122,3,274,0
pinpoint-apm__pinpoint,commons-config,java,1,15,4,27,36,11,84,17,14,32,23,73,10,121,0
pinpoint-apm__pinpoint,commons-hbase,java,1,129,78,241,181,56,773,153,96,194,396,806,133,1129,0
pinpoint-apm__pinpoint,commons-mapstruct-spi,java,1,7,0,4,6,0,36,2,0,21,17,24,0,55,0
pinpoint-apm__pinpoint,commons-mybatis,java,1,15,1,20,14,3,139,10,4,59,17,170,3,270,0
pinpoint-apm__pinpoint,commons-profiler,java,1,58,1,127,143,27,627,116,54,264,357,476,34,788,0
pinpoint-apm__pinpoint,commons-server-cluster,java,1,31,13,44,34,7,184,58,14,92,122,82,19,235,0
pinpoint-apm__pinpoint,commons-server,java,1,354,555,669,506,172,3469,765,335,1717,2957,2064,532,4648,0
pinpoint-apm__pinpoint,commons,java,1,114,8,225,155,31,954,207,31,214,518,615,137,1326,0
pinpoint-apm__pinpoint,datasource,java,1,7,0,6,6,0,11,3,0,2,2,2,0,22,0
pinpoint-apm__pinpoint,exceptiontrace,java,1,20,6,25,29,1,86,9,0,4,70,37,4,129,0
pinpoint-apm__pinpoint,flink,java,1,75,36,103,79,18,328,69,11,96,193,158,26,474,0
pinpoint-apm__pinpoint,grpc,java,1,90,29,159,118,25,734,113,32,164,598,391,77,856,0
pinpoint-apm__pinpoint,hbase,java,1,30,18,42,29,6,172,26,11,31,129,108,9,248,0
pinpoint-apm__pinpoint,inspector-module,java,1,24,15,26,23,1,126,28,15,26,73,89,3,164,0
pinpoint-apm__pinpoint,log,java,1,33,22,48,36,4,139,30,12,22,67,85,24,200,0
pinpoint-apm__pinpoint,metric-module,java,1,29,25,39,30,7,116,33,11,27,77,73,1,196,0
pinpoint-apm__pinpoint,pinot,java,1,28,23,32,27,4,144,18,0,37,145,93,12,208,0
pinpoint-apm__pinpoint,quickstart,java,1,17,7,20,20,1,67,9,2,11,35,48,5,99,0
pinpoint-apm__pinpoint,realtime,java,1,52,47,83,61,10,223,54,19,51,102,177,33,343,0
pinpoint-apm__pinpoint,redis,java,1,36,7,54,39,1,131,27,16,14,93,74,5,177,0
pinpoint-apm__pinpoint,rpc,java,1,149,266,287,190,64,1440,370,120,796,1090,895,396,1966,0
pinpoint-apm__pinpoint,thrift-datasender,java,1,27,0,42,26,6,184,39,12,68,100,163,7,241,0
pinpoint-apm__pinpoint,thrift,java,1,146,79,615,854,23,6095,1227,436,5065,6931,2945,860,8283,0
pinpoint-apm__pinpoint,uristat,java,1,29,22,37,30,1,112,20,15,21,91,89,36,146,0
pinpoint-apm__pinpoint,user,java,1,29,30,38,28,5,202,26,4,59,127,147,45,299,0
pinpoint-apm__pinpoint,webhook,java,1,26,19,34,25,5,155,20,4,57,120,126,43,229,0
plantuml__plantuml,,java,9,173,317,348,193,14,1565,370,161,1364,1266,1914,1095,2155,0
pockethub__PocketHub,,java,1,325,143,338,217,33,1153,248,56,270,750,844,49,1530,3
prestodb__presto,presto-accumulo,java,1,60,94,95,67,2,771,82,39,556,708,649,79,1066,0
prestodb__presto,presto-analyzer,java,1,28,1,54,47,0,464,78,27,72,353,363,38,634,0
prestodb__presto,presto-atop,java,1,26,0,46,32,2,174,30,11,38,155,106,31,226,0
prestodb__presto,presto-base-jdbc,java,1,54,11,97,61,6,520,97,40,268,428,537,150,755,0
prestodb__presto,presto-benchmark-driver,java,1,18,0,29,23,1,146,29,13,67,141,90,31,164,0
prestodb__presto,presto-benchmark-runner,java,1,50,42,90,65,11,294,92,19,79,225,164,45,400,0
prestodb__presto,presto-benchmark,java,1,78,0,171,123,83,305,104,199,270,129,251,1,534,0
prestodb__presto,presto-bigquery,java,1,32,0,58,39,1,300,55,31,93,279,214,44,419,0
prestodb__presto,presto-blackhole,java,1,24,0,38,23,0,175,22,17,54,125,145,12,260,0
prestodb__presto,presto-bytecode,java,1,79,225,168,130,67,1293,633,213,1074,880,1491,822,2042,0
prestodb__presto,presto-cache,java,1,27,15,43,31,2,202,56,11,66,161,143,33,277,0
prestodb__presto,presto-cassandra,java,1,51,13,96,58,5,606,103,32,250,484,510,80,880,4
prestodb__presto,presto-cli,java,1,33,0,64,44,9,344,43,24,201,274,257,26,428,0
prestodb__presto,presto-clickhouse,java,1,64,19,124,86,8,660,158,66,376,607,619,138,947,0
prestodb__presto,presto-client,java,1,32,0,65,52,3,611,122,26,134,572,303,35,634,0
prestodb__presto,presto-cluster-ttl-providers,java,1,13,2,14,12,0,21,8,4,1,6,8,1,46,0
prestodb__presto,presto-common,java,1,238,248,492,336,157,4361,1096,432,4224,3874,4544,1190,6591,44
prestodb__presto,presto-delta,java,1,32,4,58,39,0,256,38,15,109,227,218,39,377,0
prestodb__presto,presto-druid,java,1,81,54,170,142,15,847,195,82,371,743,560,137,1057,0
prestodb__presto,presto-elasticsearch,java,1,55,30,112,82,19,457,97,38,144,368,307,51,632,0
prestodb__presto,presto-example-http,java,1,24,0,41,25,0,158,25,11,51,128,102,17,248,0
prestodb__presto,presto-expressions,java,1,17,0,35,38,2,219,48,23,129,94,295,10,331,0
prestodb__presto,presto-function-namespace-managers,java,1,59,28,106,70,6,342,75,24,107,172,308,28,520,0
prestodb__presto,presto-geospatial-toolkit,java,1,18,7,31,31,1,220,41,10,155,150,210,35,330,3
prestodb__presto,presto-google-sheets,java,1,25,0,41,26,0,155,27,11,49,114,94,14,242,0
prestodb__presto,presto-grpc-api,java,1,10,0,8,9,0,25,6,0,4,11,25,0,44,0
prestodb__presto,presto-grpc-testing-udf-server,java,1,7,0,4,6,0,11,2,2,3,8,4,0,17,0
prestodb__presto,presto-hana,java,1,8,0,6,7,0,13,3,1,5,2,19,0,26,0
prestodb__presto,presto-hdfs-core,java,1,23,4,29,23,1,213,26,4,11,219,238,13,347,0
prestodb__presto,presto-hive-common,java,1,31,3,53,44,0,310,61,12,99,248,238,14,422,0
prestodb__presto,presto-hive-function-namespace,java,1,55,21,105,80,14,404,82,31,166,236,438,43,600,0
prestodb__presto,presto-hive-metastore,java,1,124,187,267,220,17,2400,568,193,1881,2194,3040,885,3219,0
prestodb__presto,presto-hive,java,1,313,215,688,529,90,4821,727,273,2273,4443,5298,576,6049,0
prestodb__presto,presto-hudi,java,1,39,15,65,39,1,310,49,17,127,294,263,43,428,0
prestodb__presto,presto-i18n-functions,java,1,7,0,4,6,0,8,2,0,0,5,2,0,13,0
prestodb__presto,presto-iceberg,java,1,131,88,248,185,10,1463,236,92,541,1220,1469,170,1888,0
prestodb__presto,presto-jdbc,java,1,28,0,86,104,35,1120,92,47,546,539,906,27,1776,0
prestodb__presto,presto-jmx,java,1,22,1,32,21,0,173,31,10,55,153,172,24,278,0
prestodb__presto,presto-kafka,java,1,63,53,105,72,12,480,80,25,232,524,320,51,674,0
prestodb__presto,presto-kudu,java,1,56,21,90,54,7,454,79,32,237,378,417,69,704,0
prestodb__presto,presto-lark-sheets,java,1,36,19,60,40,3,280,49,18,131,228,199,42,419,0
prestodb__presto,presto-local-file,java,1,23,0,40,26,0,166,26,11,51,130,101,22,234,0
prestodb__presto,presto-matching,java,1,20,54,32,23,9,141,75,14,69,48,134,39,225,0
prestodb__presto,presto-memory-context,java,1,14,0,18,13,5,86,24,5,39,85,60,16,130,1
prestodb__presto,presto-memory,java,1,26,0,44,29,0,189,36,16,77,160,156,29,281,0
prestodb__presto,presto-ml,java,1,42,15,88,69,20,303,84,30,138,177,249,72,428,0
prestodb__presto,presto-mongodb,java,1,31,0,56,34,0,342,59,20,134,249,261,35,503,0
prestodb__presto,presto-mysql,java,1,9,0,8,8,0,25,7,1,5,6,31,2,49,0
prestodb__presto,presto-node-ttl-fetchers,java,1,8,1,6,7,0,8,3,1,0,0,2,0,21,0
prestodb__presto,presto-open-telemetry,java,1,12,0,16,11,0,50,8,3,13,42,25,0,71,0
prestodb__presto,presto-oracle,java,1,9,0,8,8,0,30,9,1,4,15,24,2,49,0
prestodb__presto,presto-orc,java,1,290,867,613,417,168,4861,693,584,3472,6727,3790,1232,5813,0
prestodb__presto,presto-parquet,java,1,161,229,319,249,98,1289,292,162,757,1196,1150,235,1747,0
prestodb__presto,presto-parser,java,1,214,432,457,307,174,3047,1097,329,1707,2161,3401,1402,4814,0
prestodb__presto,presto-password-authenticators,java,1,20,3,29,25,0,102,28,11,42,62,63,4,154,0
prestodb__presto,presto-pinot-toolkit,java,1,54,42,110,99,6,852,200,113,360,779,699,106,1080,0
prestodb__presto,presto-pinot,java,1,7,1,4,6,0,5,2,0,0,0,4,0,14,0
prestodb__presto,presto-plugin-toolkit,java,1,20,0,29,21,0,207,17,3,96,38,677,2,386,0
prestodb__presto,presto-postgresql,java,1,8,0,6,7,0,20,3,1,4,7,23,0,34,0
prestodb__presto,presto-prometheus,java,1,33,0,58,39,0,244,46,22,78,173,153,26,358,0
prestodb__presto,presto-proxy,java,1,13,0,19,20,0,81,21,6,26,49,70,7,122,0
prestodb__presto,presto-rcfile,java,1,63,57,127,88,42,724,143,63,480,651,863,117,948,0
prestodb__presto,presto-record-decoder,java,1,38,61,67,55,25,186,60,25,98,149,123,37,246,0
prestodb__presto,presto-redis,java,1,40,7,68,43,3,324,61,19,109,329,183,38,451,0
prestodb__presto,presto-redshift,java,1,8,0,6,7,0,6,3,1,0,0,10,0,16,0
prestodb__presto,presto-resource-group-managers,java,1,36,25,65,48,5,305,50,21,131,336,160,29,388,0
prestodb__presto,presto-router,java,1,45,24,75,46,11,256,44,16,60,216,104,28,307,0
prestodb__presto,presto-session-property-managers,java,1,10,0,12,9,0,34,7,2,3,28,16,1,53,0
prestodb__presto,presto-singlestore,java,1,8,0,6,7,0,13,3,1,1,1,21,0,28,0
prestodb__presto,presto-spark-base,java,1,117,120,238,187,23,1687,242,86,448,1598,1312,116,1754,0
prestodb__presto,presto-spark-classloader-interface,java,1,46,0,89,60,8,346,56,15,44,261,232,17,462,1
prestodb__presto,presto-spark-common,java,1,7,0,6,6,0,24,3,0,0,21,11,0,30,0
prestodb__presto,presto-spark-launcher,java,1,17,0,26,20,1,175,19,8,97,165,115,13,169,0
prestodb__presto,presto-spark-testing,java,1,7,0,4,6,0,30,2,0,32,6,27,0,59,0
prestodb__presto,presto-spi,java,1,420,348,828,519,83,3887,984,355,1004,2957,3870,1611,5454,0
prestodb__presto,presto-sqlserver,java,1,8,0,6,7,0,9,3,1,4,1,14,0,20,0
prestodb__presto,presto-teradata-functions,java,1,10,0,9,11,0,23,5,0,5,6,31,1,41,0
prestodb__presto,presto-testing-docker,java,1,11,0,14,18,4,81,12,4,25,86,47,0,89,7
prestodb__presto,presto-testing-server-launcher,java,1,7,0,5,8,0,20,3,1,9,13,3,1,25,0
prestodb__presto,presto-testng-services,java,1,8,0,6,7,0,30,3,0,16,19,17,0,44,0
prestodb__presto,presto-thrift-api,java,1,56,5,98,63,11,476,131,41,118,466,299,98,767,0
prestodb__presto,presto-thrift-connector,java,1,40,4,67,45,1,332,47,17,68,337,260,38,455,0
prestodb__presto,presto-thrift-testing-server,java,1,12,0,13,13,1,77,9,5,33,39,100,4,116,0
prestodb__presto,presto-thrift-testing-udf-server,java,1,8,0,7,9,0,12,4,1,2,6,7,0,21,0
prestodb__presto,presto-tpcds,java,1,23,2,37,24,0,151,22,12,54,113,129,10,232,0
prestodb__presto,presto-tpch,java,1,29,5,48,32,0,227,40,23,94,145,230,21,335,0
prestodb__presto,presto-verifier,java,1,155,231,324,237,58,1488,383,99,655,1165,1220,420,1911,0
prestodb__presto,redis-hbo-provider,java,1,15,0,23,16,0,116,26,6,20,72,57,19,152,0
processing__processing,,java,5,305,511,654,633,107,11914,1063,591,12386,18921,11142,1441,14921,2
projectlombok__lombok,docker,java,1,2,0,3,1,0,6,2,1,0,0,2,0,12,0
projectlombok__lombok,projectlombok__lombok,java,1,287,696,645,559,153,3481,474,190,4681,2543,4469,1552,4904,6
provectus__kafka-ui,kafka-ui-e2e-checks,java,1,83,43,122,104,32,700,223,14,302,346,204,34,931,0
provectus__kafka-ui,kafka-ui-serde-api,java,1,12,0,16,19,0,35,8,0,0,19,30,11,52,0
proxyee-down-org__proxyee-down,,java,1,63,80,93,84,3,591,111,22,270,295,309,23,722,0
pxb1988__dex2jar,,java,8,315,721,591,468,179,3105,742,566,3002,3797,2854,1328,4133,0
qiurunze123__miaosha,miaosha-admin,java,1,27,12,43,32,8,240,77,7,56,104,122,15,251,42
qiurunze123__miaosha,miaosha-order,java,1,14,4,16,13,2,73,24,3,12,26,26,10,87,0
qiurunze123__miaosha,miaosha-rpc,java,1,8,1,6,6,0,23,1,0,0,10,13,1,32,0
qiurunze123__miaosha,miaosha-v1,java,1,27,0,37,24,6,182,19,1,123,189,206,23,311,0
qiurunze123__miaosha,miaosha-v2,java,1,46,10,77,59,3,273,60,5,29,105,71,19,279,0
quarkusio__quarkus,.github,java,1,51,0,4,2,0,26,4,2,3,13,6,2,25,0
quarkusio__quarkus,core,java,1,52,40,94,62,17,416,140,58,275,320,295,121,585,2
quarkusio__quarkus,devtools,java,1,109,187,201,133,34,944,139,28,596,813,381,225,1055,0
quarkusio__quarkus,docs,java,1,13,0,34,44,0,237,35,13,98,184,134,17,231,0
quarkusio__quarkus,extensions,java,1,7,0,6,6,0,31,3,1,21,15,55,1,48,0
quarkusio__quarkus,independent-projects,java,1,138,113,299,203,61,1386,271,120,758,754,1169,93,2033,2
quarkusio__quarkus,integration-tests,java,1,5,0,4,4,0,3,2,0,0,0,0,0,9,0
quarkusio__quarkus,tcks,java,1,7,0,6,6,0,37,3,0,20,23,22,0,52,0
quarkusio__quarkus,test-framework,java,1,19,0,38,30,2,137,23,5,44,68,61,3,195,0
quartz-scheduler__quartz,examples,java,1,53,2,71,54,1,130,36,18,20,52,46,0,235,0
quartz-scheduler__quartz,quartz-jobs,java,1,23,0,31,24,1,123,18,2,61,82,56,4,132,0
quartz-scheduler__quartz,quartz-stubs,java,1,15,0,10,12,0,30,2,0,0,0,30,0,59,0
quartz-scheduler__quartz,quartz,java,1,262,695,474,311,174,4553,730,413,4376,2883,3339,966,6157,0
rabbitmq__rabbitmq-tutorials,java-gradle,java,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
rabbitmq__rabbitmq-tutorials,java-mvn,java,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
rabbitmq__rabbitmq-tutorials,java-stream-mvn,java,1,2,0,2,0,0,4,2,0,0,0,2,0,10,0
rabbitmq__rabbitmq-tutorials,rabbitmq__rabbitmq-tutorials,java,1,17,0,15,0,0,62,15,1,15,21,30,0,105,0
rabbitmq__rabbitmq-tutorials,spring-amqp-stream,java,1,10,0,10,9,0,20,7,3,0,6,5,0,39,0
rabbitmq__rabbitmq-tutorials,spring-amqp,java,1,30,0,46,41,0,116,39,14,12,27,43,0,181,0
raphw__byte-buddy,byte-buddy-agent,java,1,15,6,74,128,33,364,76,28,154,205,343,51,363,0
raphw__byte-buddy,byte-buddy-benchmark,java,1,16,4,19,18,0,165,32,4,252,200,89,12,182,0
raphw__byte-buddy,byte-buddy-dep,java,1,361,2165,2770,4710,2078,17473,9015,3026,11128,11970,17720,9239,17730,873
raphw__byte-buddy,byte-buddy-gradle-plugin,java,1,22,3,22,17,1,17,9,0,0,0,6,0,32,0
react-native-image-picker__react-native-image-picker,,java,1,10,0,17,10,2,98,9,5,62,78,95,7,142,0
real-logic__aeron,,java,7,621,1175,1312,1009,253,13773,2097,918,9661,15326,10318,2364,12685,15
realm__realm-java,,java,22,604,1222,1032,890,332,7819,1839,862,6960,5410,7213,1668,11815,36
redis__jedis,,java,1,431,804,848,557,307,11790,5648,1424,9611,7230,21620,3257,16587,6
redisson__redisson,redisson-hibernate,java,1,28,13,46,27,19,192,23,17,45,138,323,0,340,0
redisson__redisson,redisson-micronaut,java,1,21,2,33,22,7,168,29,8,87,154,121,14,251,0
redisson__redisson,redisson-quarkus,java,1,7,0,4,6,0,8,3,1,0,2,5,0,17,0
redisson__redisson,redisson-spring-boot-starter,java,1,9,0,10,8,1,37,4,0,12,24,15,1,61,0
redisson__redisson,redisson-spring-data,java,1,19,0,28,18,0,322,17,5,66,125,412,1,518,0
redisson__redisson,redisson-tomcat,java,1,15,0,26,18,7,149,22,9,82,187,81,9,210,0
redisson__redisson,redisson,java,1,1255,2860,2496,1495,969,30740,12576,2448,12053,9915,37374,5215,38438,228
rengwuxian__MaterialEditText,,java,1,12,6,19,17,1,585,18,0,323,750,248,12,746,0
resilience4j__resilience4j,resilience4j-annotations,java,1,21,0,13,22,0,15,2,0,0,0,0,0,22,0
